0.0;0.0
0.05;0.017498213760480698
0.1;0.03498571533277942
0.15000000000000002;0.05245181874413748
0.2;0.06988589031642896
0.25;0.08727737447415773
0.3;0.10461581914865055
0.35;0.12189090064943242
0.39999999999999997;0.13909244787845804
0.44999999999999996;0.15621046576861825
0.49999999999999994;0.17323515783466012
0.5499999999999999;0.19015694773226802
0.6;0.2069664997294526
0.65;0.2236547380034742
0.7000000000000001;0.24021286468618022
0.7500000000000001;0.25663237659073246
0.8000000000000002;0.27290508056313273
0.8500000000000002;0.28902310741258924
0.9000000000000002;0.3049789243854889
0.9500000000000003;0.3207653461584322
