0.0;2.0
0.05;19.559.974.818.330.900
0.1;19.139.311.852.712.200
0.15000000000000002;18.737.159.116.880.300
0.2;1.835.270.211.411.270
0.25;1.798.516.218.759.370
0.3;17.633.794.943.368.500
0.35;17.297.888.742.690.500
0.39999999999999997;1.697.676.326.071.030
0.44999999999999996;16.669.768.108.584.700
0.49999999999999994;16.376.281.516.217.700
0.5499999999999999;16.095.709.072.963.000
0.6;15.827.482.523.739.800
0.65;15.571.058.618.121.700
0.7000000000000001;15.325.918.010.068.900
0.7500000000000001;15.091.564.206.075.400
0.8000000000000002;14.867.522.559.599.700
0.8500000000000002;14.653.339.309.743.100
0.9000000000000002;14.448.580.662.229.400
0.9500000000000003;14.252.831.910.822.700
