1;1,011907
2;1,011788
3;1,011669
4;1,011552
5;1,011435
6;1,011319
7;1,011204
8;1,011091
9;1,010978
10;1,010866
11;1,010754
12;1,010644
13;1,010535
14;1,010426
15;1,010319
16;1,010212
17;1,010106
18;1,010001
19;1,009897
20;1,009794
21;1,009691
22;1,009589
23;1,009489
24;1,009389
25;1,009289
26;1,009191
27;1,009093
28;1,008996
29;1,0089
30;1,008805
31;1,00871
32;1,008617
33;1,008524
34;1,008431
35;1,00834
36;1,008249
37;1,008159
38;1,00807
39;1,007981
40;1,007893
41;1,007806
42;1,007719
43;1,007633
44;1,007548
45;1,007464
46;1,00738
47;1,007297
48;1,007214
49;1,007133
50;1,007051
51;1,006971
52;1,006891
53;1,006812
54;1,006733
55;1,006655
56;1,006578
57;1,006501
58;1,006425
59;1,00635
60;1,006275
61;1,006201
62;1,006127
63;1,006054
64;1,005981
65;1,005909
66;1,005838
67;1,005767
68;1,005697
69;1,005627
70;1,005558
71;1,00549
72;1,005422
73;1,005354
74;1,005287
75;1,005221
76;1,005155
77;1,00509
78;1,005025
79;1,00496
80;1,004897
81;1,004833
82;1,00477
83;1,004708
84;1,004646
85;1,004585
86;1,004524
87;1,004464
88;1,004404
89;1,004345
90;1,004286
91;1,004227
92;1,004169
93;1,004112
94;1,004055
95;1,003998
96;1,003942
97;1,003886
98;1,003831
99;1,003776
100;1,003722
101;1,003668
102;1,003614
103;1,003561
104;1,003508
105;1,003456
106;1,003404
107;1,003353
108;1,003302
109;1,003251
110;1,003201
111;1,003151
112;1,003101
113;1,003052
114;1,003004
115;1,002955
116;1,002907
117;1,00286
118;1,002813
119;1,002766
120;1,002719
121;1,002673
122;1,002628
123;1,002582
124;1,002537
125;1,002493
126;1,002448
127;1,002404
128;1,002361
129;1,002318
130;1,002275
131;1,002232
132;1,00219
133;1,002148
134;1,002106
135;1,002065
136;1,002024
137;1,001984
138;1,001943
139;1,001903
140;1,001864
141;1,001824
142;1,001785
143;1,001747
144;1,001708
145;1,00167
146;1,001632
147;1,001595
148;1,001557
149;1,001521
150;1,001484
151;1,001447
152;1,001411
153;1,001376
154;1,00134
155;1,001305
156;1,00127
157;1,001235
158;1,001201
159;1,001167
160;1,001133
161;1,001099
162;1,001066
163;1,001033
164;1,001
165;1,000967
166;1,000935
167;1,000903
168;1,000871
169;1,000839
170;1,000808
171;1,000777
172;1,000746
173;1,000715
174;1,000685
175;1,000655
176;1,000625
177;1,000595
178;1,000566
179;1,000536
180;1,000507
181;1,000479
182;1,00045
183;1,000422
184;1,000394
185;1,000366
186;1,000338
187;1,000311
188;1,000283
189;1,000256
190;1,000229
191;1,000203
192;1,000176
193;1,00015
194;1,000124
195;1,000098
196;1,000073
197;1,000047
198;1,000022
199;0,999997
200;0,999972
201;0,999947
202;0,999923
203;0,999899
204;0,999875
205;0,999851
206;0,999827
207;0,999804
208;0,99978
209;0,999757
210;0,999734
211;0,999711
212;0,999689
213;0,999666
214;0,999644
215;0,999622
216;0,9996
217;0,999578
218;0,999556
219;0,999535
220;0,999514
221;0,999492
222;0,999471
223;0,999451
224;0,99943
225;0,999409
226;0,999389
227;0,999369
228;0,999349
229;0,999329
230;0,999309
231;0,99929
232;0,99927
233;0,999251
234;0,999232
235;0,999213
236;0,999194
237;0,999175
238;0,999157
239;0,999138
240;0,99912
241;0,999102
242;0,999084
243;0,999066
244;0,999048
245;0,999031
246;0,999013
247;0,998996
248;0,998979
249;0,998962
250;0,998945
251;0,998928
252;0,998911
253;0,998895
254;0,998878
255;0,998862
256;0,998846
257;0,99883
258;0,998814
259;0,998798
260;0,998782
261;0,998767
262;0,998751
263;0,998736
264;0,998721
265;0,998705
266;0,99869
267;0,998676
268;0,998661
269;0,998646
270;0,998632
271;0,998617
272;0,998603
273;0,998589
274;0,998574
275;0,99856
276;0,998546
277;0,998533
278;0,998519
279;0,998505
280;0,998492
281;0,998478
282;0,998465
283;0,998452
284;0,998439
285;0,998426
286;0,998413
287;0,9984
288;0,998387
289;0,998375
290;0,998362
291;0,99835
292;0,998337
293;0,998325
294;0,998313
295;0,998301
296;0,998289
297;0,998277
298;0,998265
299;0,998253
300;0,998242
301;0,99823
302;0,998219
303;0,998207
304;0,998196
305;0,998185
306;0,998174
307;0,998163
308;0,998152
309;0,998141
310;0,99813
311;0,998119
312;0,998109
313;0,998098
314;0,998088
315;0,998077
316;0,998067
317;0,998057
318;0,998046
319;0,998036
320;0,998026
321;0,998016
322;0,998006
323;0,997997
324;0,997987
325;0,997977
326;0,997968
327;0,997958
328;0,997949
329;0,997939
330;0,99793
331;0,997921
332;0,997911
333;0,997902
334;0,997893
335;0,997884
336;0,997875
337;0,997866
338;0,997858
339;0,997849
340;0,99784
341;0,997832
342;0,997823
343;0,997815
344;0,997806
345;0,997798
346;0,99779
347;0,997781
348;0,997773
349;0,997765
350;0,997757
351;0,997749
352;0,997741
353;0,997733
354;0,997725
355;0,997717
356;0,99771
357;0,997702
358;0,997694
359;0,997687
360;0,997679
361;0,997672
362;0,997665
363;0,997657
364;0,99765
365;0,997643
366;0,997636
367;0,997628
368;0,997621
369;0,997614
370;0,997607
371;0,9976
372;0,997594
373;0,997587
374;0,99758
375;0,997573
376;0,997567
377;0,99756
378;0,997553
379;0,997547
380;0,99754
381;0,997534
382;0,997527
383;0,997521
384;0,997515
385;0,997508
386;0,997502
387;0,997496
388;0,99749
389;0,997484
390;0,997478
391;0,997472
392;0,997466
393;0,99746
394;0,997454
395;0,997448
396;0,997442
397;0,997437
398;0,997431
399;0,997425
400;0,99742
401;0,997414
402;0,997408
403;0,997403
404;0,997398
405;0,997392
406;0,997387
407;0,997381
408;0,997376
409;0,997371
410;0,997365
411;0,99736
412;0,997355
413;0,99735
414;0,997345
415;0,99734
416;0,997335
417;0,99733
418;0,997325
419;0,99732
420;0,997315
421;0,99731
422;0,997305
423;0,9973
424;0,997296
425;0,997291
426;0,997286
427;0,997282
428;0,997277
429;0,997272
430;0,997268
431;0,997263
432;0,997259
433;0,997254
434;0,99725
435;0,997245
436;0,997241
437;0,997237
438;0,997232
439;0,997228
440;0,997224
441;0,99722
442;0,997215
443;0,997211
444;0,997207
445;0,997203
446;0,997199
447;0,997195
448;0,997191
449;0,997187
450;0,997183
451;0,997179
452;0,997175
453;0,997171
454;0,997167
455;0,997163
456;0,997159
457;0,997156
458;0,997152
459;0,997148
460;0,997144
461;0,997141
462;0,997137
463;0,997133
464;0,99713
465;0,997126
466;0,997123
467;0,997119
468;0,997116
469;0,997112
470;0,997109
471;0,997105
472;0,997102
473;0,997098
474;0,997095
475;0,997092
476;0,997088
477;0,997085
478;0,997082
479;0,997078
480;0,997075
481;0,997072
482;0,997069
483;0,997066
484;0,997062
485;0,997059
486;0,997056
487;0,997053
488;0,99705
489;0,997047
490;0,997044
491;0,997041
492;0,997038
493;0,997035
494;0,997032
495;0,997029
496;0,997026
497;0,997023
498;0,99702
499;0,997018
500;0,997015
501;0,997012
502;0,997009
503;0,997006
504;0,997004
505;0,997001
506;0,996998
507;0,996995
508;0,996993
509;0,99699
510;0,996987
511;0,996985
512;0,996982
513;0,99698
514;0,996977
515;0,996974
516;0,996972
517;0,996969
518;0,996967
519;0,996964
520;0,996962
521;0,996959
522;0,996957
523;0,996954
524;0,996952
525;0,99695
526;0,996947
527;0,996945
528;0,996942
529;0,99694
530;0,996938
531;0,996935
532;0,996933
533;0,996931
534;0,996929
535;0,996926
536;0,996924
537;0,996922
538;0,99692
539;0,996917
540;0,996915
541;0,996913
542;0,996911
543;0,996909
544;0,996907
545;0,996905
546;0,996902
547;0,9969
548;0,996898
549;0,996896
550;0,996894
551;0,996892
552;0,99689
553;0,996888
554;0,996886
555;0,996884
556;0,996882
557;0,99688
558;0,996878
559;0,996876
560;0,996874
561;0,996873
562;0,996871
563;0,996869
564;0,996867
565;0,996865
566;0,996863
567;0,996861
568;0,99686
569;0,996858
570;0,996856
571;0,996854
572;0,996852
573;0,996851
574;0,996849
575;0,996847
576;0,996845
577;0,996844
578;0,996842
579;0,99684
580;0,996839
581;0,996837
582;0,996835
583;0,996834
584;0,996832
585;0,99683
586;0,996829
587;0,996827
588;0,996825
589;0,996824
590;0,996822
591;0,996821
592;0,996819
593;0,996817
594;0,996816
595;0,996814
596;0,996813
597;0,996811
598;0,99681
599;0,996808
600;0,996807
601;0,996805
602;0,996804
603;0,996802
604;0,996801
605;0,9968
606;0,996798
607;0,996797
608;0,996795
609;0,996794
610;0,996792
611;0,996791
612;0,99679
613;0,996788
614;0,996787
615;0,996786
616;0,996784
617;0,996783
618;0,996781
619;0,99678
620;0,996779
621;0,996778
622;0,996776
623;0,996775
624;0,996774
625;0,996772
626;0,996771
627;0,99677
628;0,996769
629;0,996767
630;0,996766
631;0,996765
632;0,996764
633;0,996762
634;0,996761
635;0,99676
636;0,996759
637;0,996758
638;0,996756
639;0,996755
640;0,996754
641;0,996753
642;0,996752
643;0,996751
644;0,996749
645;0,996748
646;0,996747
647;0,996746
648;0,996745
649;0,996744
650;0,996743
651;0,996742
652;0,996741
653;0,996739
654;0,996738
655;0,996737
656;0,996736
657;0,996735
658;0,996734
659;0,996733
660;0,996732
661;0,996731
662;0,99673
663;0,996729
664;0,996728
665;0,996727
666;0,996726
667;0,996725
